ImageId,Label
280,4
281,0
282,4
283,8
284,6
285,2
286,8
287,7
288,5
289,9
290,4
291,8
292,7
293,7
294,4
295,4
296,0
297,3
298,0
299,3
300,3
301,6
302,4
303,8
304,3
305,5
306,6
307,9
308,1
309,7
310,3
311,6
312,6
313,7
314,6
315,0
316,2
317,4
318,4
319,1
320,5
321,4
322,1
323,1
324,9
325,2
326,4
327,5
328,1
329,2
330,5
331,5
332,8
333,1
334,3
335,0
336,5
337,0
338,6
339,2
340,6
341,6
342,6
343,1
344,2
345,8
346,0
347,2
348,8
349,2
350,3
351,6
352,7
353,9
354,3
355,4
356,8
357,6
358,4
359,0
360,1
361,2
362,8
363,3
364,2
365,4
366,6
367,3
368,5
369,1
370,6
371,7
372,2
373,4
374,9
375,9
376,8
377,4
378,6
379,3
380,7
381,6
382,5
383,2
384,4
385,5
386,6
387,3
388,1
389,3
390,4
391,1
392,7
393,4
394,4
395,4
396,1
397,1
398,1
399,9
400,3
401,4
402,4
403,6
404,1
405,1
406,1
407,6
408,3
409,8
410,0
411,3
412,3
413,7
414,1
415,8
416,4
417,1
418,1
419,3
420,8
421,4
422,3
423,6
424,6
425,3
426,1
427,9
428,7
429,9
430,4
431,4
432,2
433,6
434,8
435,2
436,1
437,8
438,6
439,6
440,6
441,5
442,4
443,9
444,9
445,4
446,4
447,1
448,5
449,3
450,9
451,9
452,9
453,6
454,9
455,8
456,4
457,1
458,5
459,7
460,8
461,1
462,7
463,2
464,0
465,5
466,1
467,9
468,4
469,4
470,1
471,1
472,4
473,4
474,6
475,3
476,2
477,1
478,3
479,1
480,0
481,4
482,6
483,1
484,3
485,9
486,4
487,4
488,5
489,3
490,7
491,6
492,9
493,2
494,9
495,5
496,4
497,2
498,8
499,3
500,0
501,0
502,2
503,4
504,6
505,1
506,3
507,3
508,3
509,6
510,2
511,7
512,8
513,8
514,4
515,8
516,8
517,1
518,9
519,4
520,2
521,6
522,4
523,0
524,7
525,4
526,1
527,0
528,1
529,1
530,7
531,0
532,4
533,3
534,2
535,5
536,6
537,0
538,2
539,9
540,3
541,0
542,2
543,8
544,1
545,0
546,8
547,0
548,4
549,3
550,1
551,1
552,3
553,0
554,2
555,0
556,0
557,4
558,8
559,8
560,5
561,0
562,3
563,8
564,1
565,6
566,2
567,5
568,1
569,1
570,4
571,4
572,6
573,0
574,3
575,0
576,4
577,8
578,2
579,4
580,2
581,0
582,1
583,6
584,8
585,7
586,1
587,9
588,3
589,5
590,0
591,8
592,6
593,1
594,6
595,3
596,5
597,6
598,6
599,0
600,3
601,2
602,1
603,9
604,1
605,8
606,8
607,8
608,6
609,6
610,7
611,7
612,4
613,3
614,3
615,0
616,4
617,4
618,0
619,0
620,4
621,3
622,5
623,4
624,4
625,0
626,8
627,1
628,0
629,6
630,4
631,6
632,1
633,6
634,6
635,1
636,4
637,7
638,7
639,8
640,3
641,2
642,4
643,4
644,2
645,4
646,6
647,4
648,4
649,1
650,2
651,7
652,4
653,6
654,0
655,8
656,8
657,4
658,8
659,3
660,9
661,8
662,3
663,9
664,0
665,6
666,3
667,1
668,8
669,0
670,0
671,8
672,4
673,4
674,2
675,5
676,7
677,4
678,4
679,2
680,0
681,6
682,7
683,3
684,1
685,1
686,6
687,4
688,6
689,7
690,4
691,2
692,6
693,0
694,1
695,4
696,9
697,3
698,7
699,4
700,3
701,9
702,6
703,6
704,0
705,0
706,2
707,4
708,4
709,5
710,6
711,2
712,2
713,1
714,8
715,6
716,6
717,6
718,3
719,7
720,6
721,9
722,3
723,1
724,0
725,1
726,6
727,6
728,4
729,4
730,4
731,7
732,1
733,3
734,3
735,7
736,4
737,1
738,5
739,1
740,8
741,4
742,6
743,3
744,9
745,3
746,9
747,2
748,7
749,8
750,6
751,4
752,9
753,4
754,9
755,1
756,4
757,4
758,1
759,1
760,2
761,4
762,0
763,9
764,0
765,6
766,0
767,6
768,3
769,1
770,8
771,6
772,2
773,0
774,1
775,6
776,3
777,4
778,0
779,3
780,1
781,1
782,6
783,4
784,8
785,5
786,8
787,3
788,9
789,8
790,0
791,8
792,6
793,9
794,0
795,9
796,6
797,1
798,6
799,9
800,4
801,1
802,1
803,3
804,8
805,1
806,9
807,9
808,0
809,4
810,1
811,6
812,7
813,6
814,8
815,4
816,9
817,5
818,4
819,9
820,6
821,3
822,0
823,6
824,0
825,1
826,7
827,0
828,6
829,4
830,8
831,1
832,8
833,3
834,4
835,3
836,7
837,6
838,1
839,8
840,5
841,8
842,9
843,0
844,8
845,9
846,3
847,4
848,6
849,3
850,0
851,8
852,4
853,4
854,7
855,3
856,8
857,1
858,8
859,4
860,8
861,0
862,4
863,1
864,4
865,5
866,5
867,5
868,4
869,8
870,3
871,4
872,5
873,4
874,0
875,3
876,6
877,1
878,1
879,0
880,1
881,4
882,6
883,5
884,1
885,3
886,7
887,1
888,6
889,9
890,4
891,1
892,7
893,6
894,0
895,4
896,2
897,4
898,6
899,1
900,1
901,6
902,3
903,6
904,7
905,4
906,5
907,5
908,3
909,3
910,7
911,6
912,6
913,4
914,4
915,1
916,5
917,9
918,0
919,1
920,3
921,7
922,2
923,8
924,4
925,4
926,4
927,9
928,6
929,6
930,3
931,2
932,6
933,1
934,4
935,1
936,0
937,4
938,4
939,4
940,3
941,6
942,2
943,6
944,1
945,0
946,9
947,8
948,6
949,9
950,3
951,3
952,4
953,5
954,6
955,3
956,1
957,8
958,2
959,6
960,6
961,4
962,9
963,7
964,0
965,6
966,5
967,1
968,8
969,4
970,3
971,2
972,8
973,6
974,8
975,7
976,2
977,2
978,6
979,7
980,4
981,2
982,8
983,7
984,4
985,7
986,9
987,0
988,0
989,8
990,2
991,1
992,9
993,0
994,2
995,8
996,5
997,6
998,0
999,2
1000,4
1001,0
1002,7
1003,0
1004,9
1005,1
1006,3
1007,4
1008,0
1009,8
1010,4
1011,2
1012,2
1013,3
1014,7
1015,3
1016,4
1017,6
1018,8
1019,7
1020,6
1021,4
1022,7
1023,4
1024,6
1025,8
1026,0
1027,1
1028,6
1029,8
1030,1
1031,7
1032,1
1033,8
1034,8
1035,4
1036,8
1037,0
1038,8
1039,6
1040,0
1041,1
1042,6
1043,1
1044,9
1045,8
1046,1
1047,4
1048,9
1049,6
1050,0
1051,2
1052,8
1053,3
1054,8
1055,9
1056,1
1057,1
1058,3
1059,6
1060,0
1061,2
1062,0
1063,9
1064,0
1065,9
1066,4
1067,4
1068,0
1069,8
1070,9
1071,5
1072,3
1073,7
1074,6
1075,4
1076,3
1077,8
1078,1
1079,2
1080,9
1081,0
1082,0
1083,3
1084,3
1085,7
1086,9
1087,0
1088,8
1089,3
1090,1
1091,3
1092,1
1093,0
1094,1
1095,7
1096,2
1097,6
1098,3
1099,0
1100,3
1101,4
1102,2
1103,7
1104,1
1105,8
1106,5
1107,0
1108,2
1109,4
1110,6
1111,7
1112,3
1113,6
1114,1
1115,0
1116,3
1117,2
1118,3
1119,8
1120,9
1121,8
1122,4
1123,4
1124,1
1125,6
1126,3
1127,6
1128,6
1129,1
1130,1
1131,0
1132,8
1133,6
1134,0
1135,3
1136,0
1137,8
1138,1
1139,7
1140,7
1141,0
1142,0
1143,3
1144,1
1145,8
1146,8
1147,4
1148,2
1149,8
1150,3
1151,8
1152,9
1153,4
1154,4
1155,4
1156,9
1157,4
1158,1
1159,6
1160,6
1161,9
1162,1
1163,4
1164,0
1165,6
1166,4
1167,5
1168,3
1169,4
1170,4
1171,8
1172,6
1173,9
1174,1
1175,6
1176,7
1177,2
1178,7
1179,8
1180,2
1181,8
1182,6
1183,4
1184,9
1185,0
1186,7
1187,0
1188,3
1189,3
1190,4
1191,4
1192,0
1193,3
1194,8
1195,2
1196,5
1197,3
1198,0
1199,6
1200,4
1201,6
1202,6
1203,8
1204,0
1205,1
1206,7
1207,7
1208,6
1209,4
1210,2
1211,5
1212,6
1213,2
1214,9
1215,8
1216,4
1217,8
1218,7
1219,5
1220,0
1221,6
1222,2
1223,5
1224,0
1225,3
1226,6
1227,4
1228,4
1229,7
1230,6
1231,9
1232,3
1233,6
1234,6
1235,7
1236,1
1237,4
1238,5
1239,9
1240,9
1241,4
1242,9
1243,7
1244,5
1245,6
1246,7
1247,1
1248,4
1249,3
1250,8
1251,6
1252,6
1253,0
1254,1
1255,6
1256,8
1257,9
1258,6
1259,5
1260,2
1261,1
1262,4
1263,4
1264,5
1265,2
1266,6
1267,7
1268,6
1269,3
1270,1
1271,1
1272,5
1273,1
1274,8
1275,0
1276,9
1277,0
1278,8
1279,9
1280,8
1281,1
1282,4
1283,7
1284,0
1285,7
1286,1
1287,0
1288,2
1289,1
1290,1
1291,4
1292,6
1293,4
1294,6
1295,5
1296,4
1297,4
1298,4
1299,3
1300,4
1301,6
1302,6
1303,1
1304,1
1305,4
1306,0
1307,4
1308,8
1309,0
1310,9
1311,8
1312,9
1313,5
1314,0
1315,4
1316,6
1317,3
1318,4
1319,4
1320,6
1321,4
1322,3
1323,6
1324,1
1325,8
1326,0
1327,5
1328,8
1329,5
1330,1
1331,3
1332,0
1333,3
1334,1
1335,9
1336,1
1337,9
1338,0
1339,0
1340,3
1341,0
1342,9
1343,1
1344,8
1345,8
1346,0
1347,6
1348,8
1349,1
1350,8
1351,3
1352,6
1353,4
1354,0
1355,3
1356,2
1357,4
1358,6
1359,1
1360,8
1361,4
1362,3
1363,7
1364,0
1365,8
1366,4
1367,2
1368,0
1369,2
1370,1
1371,8
1372,7
1373,0
1374,1
1375,1
1376,0
1377,2
1378,0
1379,9
1380,1
1381,4
1382,4
1383,5
1384,4
1385,9
1386,6
1387,9
1388,4
1389,8
1390,9
1391,5
1392,9
1393,8
1394,4
1395,9
1396,4
1397,9
1398,3
1399,6
1400,4
1401,1
1402,3
1403,4
1404,3
1405,4
1406,2
1407,4
1408,8
1409,6
1410,6
1411,4
1412,2
1413,8
1414,1
1415,7
1416,8
1417,7
1418,5
1419,1
1420,7
1421,9
1422,8
1423,3
1424,2
1425,8
1426,8
1427,5
1428,0
1429,8
1430,8
1431,4
1432,4
1433,1
1434,7
1435,6
1436,8
1437,4
1438,4
1439,7
1440,9
1441,6
1442,8
1443,3
1444,4
1445,4
1446,3
1447,0
1448,4
1449,4
1450,5
1451,1
1452,8
1453,9
1454,0
1455,4
1456,0
1457,6
1458,7
1459,0
1460,8
1461,8
1462,6
1463,3
1464,8
1465,3
1466,1
1467,3
1468,1
1469,9
1470,3
1471,1
1472,0
1473,6
1474,4
1475,4
1476,5
1477,2
1478,4
1479,4
1480,8
1481,2
1482,9
1483,2
1484,4
1485,4
1486,0
1487,7
1488,4
1489,7
1490,6
1491,4
1492,3
1493,2
1494,7
1495,2
1496,0
1497,2
1498,5
1499,6
1500,8
1501,0
1502,1
1503,8
1504,8
1505,2
1506,4
1507,0
1508,1
1509,3
1510,6
1511,4
1512,3
1513,6
1514,4
1515,8
1516,8
1517,1
1518,7
1519,4
1520,7
1521,2
1522,7
1523,7
1524,8
1525,1
1526,8
1527,8
1528,3
1529,8
1530,6
1531,4
1532,1
1533,2
1534,6
1535,0
1536,5
1537,6
1538,1
1539,0
1540,0
1541,9
1542,1
1543,8
1544,3
1545,5
1546,4
1547,7
1548,9
1549,9
1550,4
1551,2
1552,6
1553,1
1554,7
1555,8
1556,6
1557,4
1558,6
1559,4
1560,0
1561,3
1562,9
1563,5
1564,7
1565,3
1566,0
1567,1
1568,9
1569,7
1570,2
1571,3
1572,2
1573,2
1574,9
1575,6
1576,8
1577,8
1578,1
1579,9
1580,2
1581,5
1582,8
1583,3
1584,1
1585,4
1586,6
1587,2
1588,4
1589,5
1590,2
1591,3
1592,6
1593,8
1594,2
1595,0
1596,4
1597,1
1598,2
1599,8
1600,8
1601,6
1602,7
1603,7
1604,5
1605,3
1606,0
1607,3
1608,1
1609,8
1610,1
1611,6
1612,9
1613,3
1614,3
1615,1
1616,9
1617,8
1618,6
1619,1
1620,1
1621,6
1622,0
1623,1
1624,5
1625,7
1626,4
1627,4
1628,2
1629,8
1630,4
1631,8
1632,4
1633,0
1634,6
1635,1
1636,0
1637,4
1638,3
1639,8
1640,5
1641,3
1642,4
1643,7
1644,7
1645,1
1646,4
1647,6
1648,1
1649,0
1650,0
1651,7
1652,4
1653,9
1654,8
1655,6
1656,4
1657,8
1658,2
1659,4
1660,8
1661,1
1662,3
1663,0
1664,1
1665,5
1666,3
1667,6
1668,2
1669,6
1670,6
1671,3
1672,3
1673,4
1674,8
1675,4
1676,3
1677,4
1678,0
1679,1
1680,5
1681,3
1682,2
1683,8
1684,5
1685,8
1686,6
1687,1
1688,8
1689,3
1690,7
1691,1
1692,0
1693,6
1694,3
1695,1
1696,7
1697,4
1698,2
1699,4
1700,5
1701,6
1702,8
1703,0
1704,4
1705,1
1706,3
1707,6
1708,5
1709,5
1710,7
1711,4
1712,1
1713,6
1714,4
1715,4
1716,9
1717,7
1718,0
1719,2
1720,1
1721,5
1722,3
1723,5
1724,6
1725,4
1726,7
1727,1
1728,8
1729,0
1730,7
1731,3
1732,4
1733,1
1734,9
1735,6
1736,0
1737,3
1738,3
1739,1
1740,0
1741,0
1742,5
1743,3
1744,4
1745,1
1746,4
1747,1
1748,0
1749,0
1750,3
1751,9
1752,1
1753,6
1754,4
1755,3
1756,7
1757,0
1758,3
1759,8
1760,6
1761,2
1762,4
1763,7
1764,4
1765,1
1766,3
1767,4
1768,6
1769,1
1770,1
1771,6
1772,2
1773,0
1774,8
1775,3
1776,3
1777,8
1778,2
1779,9
1780,4
1781,5
1782,0
1783,4
1784,0
1785,0
1786,6
1787,3
1788,3
1789,2
1790,3
1791,4
1792,1
1793,9
1794,6
1795,7
1796,2
1797,6
1798,8
1799,0
1800,4
1801,0
1802,0
1803,0
1804,0
1805,2
1806,6
1807,4
1808,3
1809,6
1810,7
1811,8
1812,5
1813,0
1814,5
1815,1
1816,8
1817,0
1818,6
1819,6
1820,3
1821,7
1822,1
1823,1
1824,8
1825,7
1826,9
1827,3
1828,0
1829,2
1830,2
1831,4
1832,6
1833,8
1834,3
1835,1
1836,0
1837,0
1838,4
1839,0
1840,6
1841,0
1842,6
1843,4
1844,8
1845,0
1846,5
1847,4
1848,1
1849,6
1850,3
1851,5
1852,8
1853,8
1854,7
1855,9
1856,4
1857,3
1858,6
1859,3
1860,9
1861,8
1862,1
1863,2
1864,4
1865,8
1866,3
1867,1
1868,6
1869,2
1870,1
1871,6
1872,2
1873,3
1874,4
1875,4
1876,0
1877,2
1878,1
1879,3
1880,4
1881,4
1882,9
1883,9
1884,1
1885,0
1886,4
1887,8
1888,1
1889,7
1890,3
1891,9
1892,4
1893,6
1894,2
1895,2
1896,1
1897,1
1898,3
1899,6
1900,7
1901,0
1902,0
1903,6
1904,5
1905,4
1906,9
1907,8
1908,0
1909,1
1910,5
1911,1
1912,5
1913,6
1914,4
1915,1
1916,4
1917,6
1918,0
1919,8
1920,9
1921,0
1922,6
1923,7
1924,8
1925,9
1926,5
1927,1
1928,4
1929,4
1930,4
1931,8
1932,6
1933,0
1934,3
1935,8
1936,1
1937,8
1938,6
1939,4
1940,3
1941,4
1942,4
1943,0
1944,9
1945,8
1946,6
1947,3
1948,6
1949,5
1950,0
1951,9
1952,4
1953,2
1954,8
1955,4
1956,9
1957,8
1958,8
1959,8
1960,1
1961,0
1962,3
1963,6
1964,7
1965,8
1966,2
1967,1
1968,9
1969,8
1970,0
1971,4
1972,4
1973,9
1974,1
1975,3
1976,4
1977,0
1978,4
1979,3
1980,2
1981,9
1982,7
1983,2
1984,7
1985,0
1986,1
1987,0
1988,1
1989,4
1990,6
1991,7
1992,8
1993,4
1994,6
1995,8
1996,2
1997,0
1998,5
1999,8
2000,7
2001,5
2002,3
2003,1
2004,6
2005,4
2006,3
2007,6
2008,4
2009,4
2010,1
2011,1
2012,9
2013,1
2014,6
2015,6
2016,7
2017,0
2018,2
2019,4
2020,7
2021,0
2022,9
2023,9
2024,2
2025,3
2026,4
2027,8
2028,3
2029,1
2030,4
2031,8
2032,2
2033,3
2034,6
2035,8
2036,8
2037,0
2038,5
2039,6
2040,5
2041,9
2042,1
2043,8
2044,7
2045,4
2046,3
2047,6
2048,0
2049,3
2050,4
2051,0
2052,4
2053,4
2054,5
2055,8
2056,8
2057,4
2058,3
2059,3
2060,3
2061,9
2062,0
2063,4
2064,0
2065,6
2066,4
2067,1
2068,9
2069,1
2070,9
2071,4
2072,9
2073,8
2074,9
2075,4
2076,8
2077,9
2078,6
2079,0
2080,3
2081,2
2082,1
2083,8
2084,2
2085,3
2086,3
2087,0
2088,4
2089,5
2090,2
2091,4
2092,8
2093,3
2094,8
2095,7
2096,5
2097,1
2098,3
2099,9
2100,3
2101,9
2102,9
2103,7
2104,5
2105,6
2106,2
2107,1
2108,6
2109,6
2110,6
2111,0
2112,4
2113,8
2114,3
2115,2
2116,7
2117,0
2118,2
2119,2
2120,1
2121,7
2122,3
2123,2
2124,7
2125,8
2126,3
2127,8
2128,2
2129,5
2130,6
2131,6
2132,7
2133,7
2134,4
2135,1
2136,0
2137,6
2138,1
2139,9
2140,3
2141,0
2142,1
2143,6
2144,8
2145,5
2146,3
2147,0
2148,1
2149,1
2150,4
2151,4
2152,0
2153,3
2154,6
2155,6
2156,0
2157,5
2158,2
2159,0
2160,6
2161,4
2162,1
2163,5
2164,7
2165,3
2166,8
2167,8
2168,1
2169,2
2170,1
2171,9
2172,5
2173,8
2174,0
2175,4
2176,9
2177,0
2178,6
2179,4
2180,4
2181,4
2182,2
2183,0
2184,4
2185,5
2186,8
2187,7
2188,1
2189,4
2190,4
2191,4
2192,4
2193,4
2194,4
2195,4
2196,2
2197,0
2198,9
2199,6
2200,8
2201,1
2202,4
2203,3
2204,6
2205,4
2206,0
2207,8
2208,6
2209,1
2210,6
2211,0
2212,4
2213,0
2214,1
2215,1
2216,8
2217,9
2218,8
2219,4
2220,4
2221,1
2222,2
2223,6
2224,4
2225,0
2226,1
2227,4
2228,8
2229,1
2230,1
2231,7
2232,2
2233,2
2234,1
2235,1
2236,7
2237,9
2238,4
2239,6
2240,0
2241,0
2242,7
2243,8
2244,6
2245,7
2246,4
2247,6
2248,8
2249,3
2250,2
2251,9
2252,6
2253,3
2254,6
2255,4
2256,1
2257,6
2258,2
2259,0
2260,0
2261,2
2262,6
2263,6
2264,0
2265,1
2266,5
2267,2
2268,4
2269,6
2270,0
2271,1
2272,8
2273,3
2274,4
2275,6
2276,6
2277,2
2278,8
2279,8
2280,7
2281,7
2282,2
2283,8
2284,2
2285,8
2286,0
2287,6
2288,5
2289,4
2290,8
2291,6
2292,9
2293,0
2294,1
2295,4
2296,2
2297,4
2298,6
2299,3
2300,4
2301,2
2302,2
2303,2
2304,3
2305,6
2306,0
2307,0
2308,3
2309,1
2310,0
2311,4
2312,6
2313,9
2314,4
2315,2
2316,1
2317,4
2318,6
2319,2
2320,0
2321,8
2322,7
2323,2
2324,6
2325,7
2326,3
2327,9
2328,0
2329,3
2330,0
2331,6
2332,2
2333,8
2334,9
2335,0
2336,7
2337,5
2338,2
2339,4
2340,7
2341,9
2342,2
2343,4
2344,3
2345,8
2346,7
2347,4
2348,6
2349,5
2350,0
2351,4
2352,6
2353,4
2354,7
2355,4
2356,1
2357,8
2358,8
2359,8
2360,5
2361,0
2362,6
2363,5
2364,4
2365,1
2366,6
2367,0
2368,6
2369,0
2370,6
2371,6
2372,6
2373,6
2374,5
2375,1
2376,1
2377,3
2378,7
2379,6
2380,4
2381,2
2382,3
2383,6
2384,8
2385,6
2386,4
2387,3
2388,7
2389,6
2390,6
2391,7
2392,0
2393,0
2394,9
2395,4
2396,1
2397,2
2398,0
2399,8
2400,1
2401,6
2402,0
2403,3
2404,1
2405,4
2406,2
2407,1
2408,6
2409,4
2410,4
2411,7
2412,0
2413,1
2414,4
2415,6
2416,7
2417,5
2418,9
2419,0
2420,6
2421,3
2422,6
2423,0
2424,0
2425,6
2426,4
2427,5
2428,5
2429,4
2430,3
2431,6
2432,0
2433,0
2434,6
2435,2
2436,2
2437,6
2438,7
2439,0
2440,1
2441,1
2442,8
2443,4
2444,8
2445,8
2446,3
2447,0
2448,4
2449,4
2450,1
2451,0
2452,2
2453,6
2454,5
2455,0
2456,6
2457,9
2458,1
2459,4
2460,8
2461,4
2462,0
2463,6
2464,6
2465,5
2466,1
2467,0
2468,3
2469,3
2470,4
2471,4
2472,3
2473,1
2474,7
2475,6
2476,2
2477,3
2478,4
2479,0
2480,2
2481,1
2482,3
2483,4
2484,4
2485,1
2486,4
2487,7
2488,4
2489,4
2490,2
2491,1
2492,3
2493,6
2494,6
2495,7
2496,0
2497,9
2498,8
2499,8
2500,4
2501,3
2502,4
2503,0
2504,4
2505,1
2506,4
2507,2
2508,4
2509,1
2510,6
2511,5
2512,3
2513,1
2514,0
2515,2
2516,4
2517,5
2518,3
2519,6
2520,5
2521,5
2522,2
2523,0
2524,0
2525,3
2526,0
2527,8
2528,5
2529,0
2530,6
2531,6
2532,4
2533,1
2534,6
2535,9
2536,2
2537,4
2538,0
2539,6
2540,1
2541,1
2542,3
2543,6
2544,1
2545,1
2546,6
2547,0
2548,8
2549,4
2550,9
2551,3
2552,6
2553,8
2554,4
2555,2
2556,5
2557,7
2558,8
2559,6
2560,4
2561,4
2562,6
2563,7
2564,1
2565,8
2566,6
2567,0
2568,4
2569,7
2570,4
2571,6
2572,8
2573,8
2574,4
2575,1
2576,0
2577,2
2578,5
2579,0
2580,1
2581,8
2582,4
2583,5
2584,3
2585,4
2586,7
2587,8
2588,4
2589,3
2590,2
2591,9
2592,8
2593,2
2594,1
2595,6
2596,6
2597,8
2598,3
2599,7
2600,0
2601,6
2602,7
2603,8
2604,3
2605,4
2606,6
2607,0
2608,1
2609,0
2610,4
2611,9
2612,3
2613,4
2614,8
2615,8
2616,4
2617,2
2618,1
2619,3
2620,3
2621,3
2622,8
2623,8
2624,2
2625,4
2626,1
2627,4
2628,7
2629,6
2630,6
2631,0
2632,4
2633,5
2634,4
2635,9
2636,4
2637,4
2638,3
2639,3
2640,2
2641,1
2642,0
2643,8
2644,3
2645,7
2646,1
2647,8
2648,4
2649,7
2650,4
2651,1
2652,0
2653,8
2654,4
2655,0
2656,4
2657,4
2658,7
2659,0
2660,4
2661,4
2662,7
2663,0
2664,0
2665,6
2666,9
2667,9
2668,8
2669,9
2670,0
2671,3
2672,1
2673,6
2674,1
2675,4
2676,2
2677,7
2678,3
2679,2
2680,5
2681,6
2682,1
2683,8
2684,4
2685,9
2686,9
2687,1
2688,4
2689,8
2690,8
2691,5
2692,2
2693,7
2694,6
2695,9
2696,0
2697,1
2698,6
2699,4
2700,7
2701,4
2702,0
2703,6
2704,6
2705,3
2706,1
2707,4
2708,6
2709,6
2710,7
2711,7
2712,1
2713,2
2714,0
2715,1
2716,0
2717,8
2718,8
2719,0
2720,7
2721,3
2722,7
2723,6
2724,4
2725,6
2726,5
2727,6
2728,0
2729,1
2730,8
2731,6
2732,4
2733,4
2734,4
2735,1
2736,6
2737,9
2738,6
2739,1
2740,5
2741,7
2742,7
2743,8
2744,1
2745,4
2746,1
2747,0
2748,6
2749,5
2750,3
2751,9
2752,3
2753,1
2754,7
2755,2
2756,3
2757,0
2758,0
2759,2
2760,0
2761,9
2762,8
2763,1
2764,1
2765,3
2766,1
2767,8
2768,3
2769,3
2770,1
2771,0
2772,6
2773,4
2774,6
2775,0
2776,7
2777,1
2778,0
2779,5
2780,1
2781,8
2782,1
2783,1
2784,3
2785,5
2786,6
2787,3
2788,1
2789,4
2790,9
2791,7
2792,6
2793,7
2794,2
2795,1
2796,6
2797,2
2798,6
2799,4
2800,6
2801,4
2802,5
2803,5
2804,0
2805,8
2806,2
2807,0
2808,0
2809,2
2810,9
2811,8
2812,1
2813,7
2814,8
2815,4
2816,8
2817,1
2818,3
2819,1
2820,1
2821,9
2822,7
2823,0
2824,1
2825,2
2826,9
2827,6
2828,1
2829,7
2830,1
2831,7
2832,8
2833,4
2834,2
2835,5
2836,6
2837,5
2838,8
2839,8
2840,6
2841,0
2842,2
2843,1
2844,1
2845,6
2846,5
2847,0
2848,1
2849,4
2850,4
2851,9
2852,5
2853,9
2854,1
2855,0
2856,6
2857,4
2858,0
2859,5
2860,3
2861,3
2862,4
2863,6
2864,5
2865,1
2866,6
2867,0
2868,5
2869,1
2870,2
2871,1
2872,6
2873,9
2874,3
2875,4
2876,0
2877,4
2878,0
2879,8
2880,1
2881,4
2882,4
2883,6
2884,1
2885,7
2886,2
2887,4
2888,1
2889,4
2890,2
2891,5
2892,4
2893,6
2894,3
2895,7
2896,4
2897,6
2898,2
2899,1
2900,8
2901,4
2902,2
2903,1
2904,1
2905,0
2906,0
2907,0
2908,7
2909,5
2910,8
2911,1
2912,6
2913,0
2914,6
2915,7
2916,4
2917,5
2918,6
2919,4
2920,8
2921,3
2922,6
2923,9
2924,9
2925,4
2926,0
2927,7
2928,4
2929,8
2930,4
2931,1
2932,7
2933,9
2934,3
2935,9
2936,3
2937,7
2938,3
2939,2
2940,6
2941,1
2942,9
2943,7
2944,9
2945,4
2946,6
2947,4
2948,4
2949,9
2950,4
2951,4
2952,3
2953,6
2954,4
2955,6
2956,0
2957,7
2958,5
2959,1
2960,6
2961,2
2962,8
2963,9
2964,5
2965,5
2966,0
2967,4
2968,3
2969,6
2970,8
2971,3
2972,3
2973,9
2974,4
2975,9
2976,6
2977,1
2978,1
2979,1
2980,9
2981,2
2982,6
2983,1
2984,7
2985,0
2986,7
2987,4
2988,3
2989,7
2990,6
2991,2
2992,1
2993,4
2994,7
2995,1
2996,5
